name,year,id,tourney_level,surface,outdoor,city,venue,link
Spain F5,2016,2016-Spain F5,ITF Tour,Clay,Outdoor,"Cartagena, Spain",,
Spain F5,2017,2017-Spain F5,ITF Tour,Clay,Outdoor,"Murcia, Spain",,
Spain F5,2018,2018-Spain F5,ITF Tour,Clay,Outdoor,"Murcia, Spain",,
Spain F6,2010,2010-Spain F6,ITF Tour,Clay,Outdoor,"Cartagena, Spain",,
Spain F6,2011,2011-Spain F6,ITF Tour,Clay,Outdoor,"Cartagena, Spain",,
Spain F6,2012,2012-Spain F6,ITF Tour,Clay,Outdoor,"Badalona, Spain",,
Spain F6,2013,2013-Spain F6,ITF Tour,Clay,Outdoor,"Badalona, Spain",,
Spain F6,2014,2014-Spain F6,ITF Tour,Clay,Outdoor,"Madrid, Spain",,
Spain F6,2015,2015-Spain F6,ITF Tour,Hard,Outdoor,"Madrid, Spain",,
Spain F6,2016,2016-Spain F6,ITF Tour,Clay,Outdoor,"Tarragona, Spain",,
Spain F6,2017,2017-Spain F6,ITF Tour,Hard,Outdoor,"Cornella, Spain",,
Spain F6,2018,2018-Spain F6,ITF Tour,Clay,Outdoor,"Xabia, Spain",,
Spain F7,2010,2010-Spain F7,ITF Tour,Clay,Outdoor,"Terrassa, Spain",,
Spain F7,2011,2011-Spain F7,ITF Tour,Clay,Outdoor,"Sabadell, Spain",,
Spain F7,2013,2013-Spain F7,ITF Tour,Carpet,Outdoor,"Villajoyosa, Spain",,
Spain F7,2014,2014-Spain F7,ITF Tour,Hard,Outdoor,"Mostoles, Spain",,
Spain F7,2015,2015-Spain F7,ITF Tour,Hard,Outdoor,"Alcala De Henares, Spain",,
Spain F7,2016,2016-Spain F7,ITF Tour,Hard,Outdoor,"Madrid, Spain",,
Spain F7,2017,2017-Spain F7,ITF Tour,Clay,Outdoor,"Xabia, Spain",,
Spain F7,2018,2018-Spain F7,ITF Tour,Clay,Outdoor,"Reus, Spain",,
Spain F8,2010,2010-Spain F8,ITF Tour,Clay,Outdoor,"Sabadell, Spain",,
Spain F8,2011,2011-Spain F8,ITF Tour,Clay,Outdoor,"Badalona, Spain",,
Spain F8,2012,2012-Spain F8,ITF Tour,Hard,Outdoor,"Les Franqueses del Valles, Spain",,
Spain F8,2013,2013-Spain F8,ITF Tour,Carpet,Outdoor,"Villajoyosa, Spain",,
Spain F8,2014,2014-Spain F8,ITF Tour,Clay,Outdoor,"Lleida, Spain",,
Spain F8,2015,2015-Spain F8,ITF Tour,Hard,Outdoor,"Madrid, Spain",,
Spain F8,2016,2016-Spain F8,ITF Tour,Hard,Indoor,"Madrid, Spain",,
Spain F8,2017,2017-Spain F8,ITF Tour,Clay,Outdoor,"Reus, Spain",,
Spain F9,2010,2010-Spain F9,ITF Tour,Clay,Outdoor,"Badalona, Spain",,
Spain F9,2011,2011-Spain F9,ITF Tour,Clay,Outdoor,"Barcelona, Spain",,
Spain F9,2012,2012-Spain F9,ITF Tour,Clay,Outdoor,"Vic, Spain",,
Spain F9,2013,2013-Spain F9,ITF Tour,Carpet,Outdoor,"Villajoyosa, Spain",,
Spain F9,2014,2014-Spain F9,ITF Tour,Clay,Outdoor,"Valldoreix, Spain",,
Spain F9,2015,2015-Spain F9,ITF Tour,Clay,Outdoor,"Reus, Spain",,
Spain F9,2016,2016-Spain F9,ITF Tour,Clay,Outdoor,"Reus, Spain",,
Spain F9,2017,2017-Spain F9,ITF Tour,Clay,Outdoor,"Madrid, Spain",,
Spain F9,2018,2018-Spain F9,ITF Tour,Clay,Outdoor,"Madrid, Spain",,
Split 1 CH,2021,2021-Split 1 CH,ATP Challenger,Clay,Outdoor,"Split, Croatia",,
Split 2 CH,2021,2021-Split 2 CH,ATP Challenger,Clay,Outdoor,"Split, Croatia",,
Split CH,2020,2020-Split CH,ATP Challenger,Clay,Outdoor,"Split, Croatia",,
Sri Lanka F1,2015,2015-Sri Lanka F1,ITF Tour,Clay,Outdoor,"Colombo, Sri Lanka",,
Sri Lanka F1,2017,2017-Sri Lanka F1,ITF Tour,Clay,Outdoor,"Colombo, Sri Lanka",,
Sri Lanka F1,2018,2018-Sri Lanka F1,ITF Tour,Clay,Outdoor,"Colombo, Sri Lanka",,
Sri Lanka F2,2015,2015-Sri Lanka F2,ITF Tour,Clay,Outdoor,"Colombo, Sri Lanka",,
Sri Lanka F2,2017,2017-Sri Lanka F2,ITF Tour,Clay,Outdoor,"Colombo, Sri Lanka",,
Sri Lanka F2,2018,2018-Sri Lanka F2,ITF Tour,Clay,Outdoor,"Colombo, Sri Lanka",,
Sri Lanka F3,2015,2015-Sri Lanka F3,ITF Tour,Clay,Outdoor,"Colombo, Sri Lanka",,
Sri Lanka F3,2017,2017-Sri Lanka F3,ITF Tour,Clay,Outdoor,"Colombo, Sri Lanka",,
Sri Lanka F3,2018,2018-Sri Lanka F3,ITF Tour,Clay,Outdoor,"Colombo, Sri Lanka",,
St Petersburg,2020,2020-St Petersburg,ATP 500,Hard,Indoor,"St. Petersburg, Russia",,
St. Brieuc CH,2010,2010-St. Brieuc CH,ATP Challenger,Clay,Indoor,"St. Brieuc, France",,https://www.tennisexplorer.com/saint-brieuc-challenger/2010/atp-men/
St. Brieuc CH,2011,2011-St. Brieuc CH,ATP Challenger,Clay,Indoor,"St. Brieuc, France",,https://www.tennisexplorer.com/saint-brieuc-challenger/2011/atp-men/
St. Brieuc CH,2012,2012-St. Brieuc CH,ATP Challenger,Clay,Indoor,"St. Brieuc, France",,https://www.tennisexplorer.com/saint-brieuc-challenger/2012/atp-men/
St. Brieuc CH,2013,2013-St. Brieuc CH,ATP Challenger,Hard,Indoor,"St. Brieuc, France",,https://www.tennisexplorer.com/saint-brieuc-challenger/2013/atp-men/
St. Brieuc CH,2014,2014-St. Brieuc CH,ATP Challenger,Hard,Indoor,"St. Brieuc, France",,https://www.tennisexplorer.com/saint-brieuc-challenger/2014/atp-men/
St. Brieuc CH,2015,2015-St. Brieuc CH,ATP Challenger,Hard,Indoor,"St. Brieuc, France",,https://www.tennisexplorer.com/saint-brieuc-challenger/2015/atp-men/
St. Brieuc CH,2016,2016-St. Brieuc CH,ATP Challenger,Hard,Indoor,"St. Brieuc, France",,https://www.tennisexplorer.com/saint-brieuc-challenger/2016/atp-men/
St. Brieuc CH,2017,2017-St. Brieuc CH,ATP Challenger,Hard,Indoor,"St. Brieuc, France",,https://www.tennisexplorer.com/saint-brieuc-challenger/2017/atp-men/
St. Brieuc CH,2018,2018-St. Brieuc CH,ATP Challenger,Hard,Indoor,"St. Brieuc, France",,https://www.tennisexplorer.com/saint-brieuc-challenger/2018/atp-men/
St. Brieuc CH,2019,2019-St. Brieuc CH,ATP Challenger,Hard,Indoor,"St. Brieuc, France",,https://www.tennisexplorer.com/saint-brieuc-challenger/2019/atp-men/
St. Petersburg 1 CH,2021,2021-St. Petersburg 1 CH,ATP Challenger,Hard,Indoor,"St. Petersburg, Russia",,
St. Petersburg 2 CH,2021,2021-St. Petersburg 2 CH,ATP Challenger,Hard,Indoor,"St. Petersburg, Russia",,
St. Petersburg,2010,2010-St. Petersburg,ATP 250,Hard,Indoor,"St. Petersburg, Russia",,https://www.tennisexplorer.com/saint-petersburg/2010/atp-men/
St. Petersburg,2011,2011-St. Petersburg,ATP 250,Hard,Indoor,"St. Petersburg, Russia",,https://www.tennisexplorer.com/saint-petersburg/2011/atp-men/
St. Petersburg,2012,2012-St. Petersburg,ATP 250,Hard,Indoor,"St. Petersburg, Russia",,https://www.tennisexplorer.com/saint-petersburg/2012/atp-men/
St. Petersburg,2013,2013-St. Petersburg,ATP 250,Hard,Indoor,"St. Petersburg, Russia",,https://www.tennisexplorer.com/saint-petersburg/2013/atp-men/
St. Petersburg,2015,2015-St. Petersburg,ATP 250,Hard,Indoor,"St. Petersburg, Russia",,https://www.tennisexplorer.com/saint-petersburg/2015/atp-men/
St. Petersburg,2016,2016-St. Petersburg,ATP 250,Hard,Indoor,"St. Petersburg, Russia",,https://www.tennisexplorer.com/saint-petersburg/2016/atp-men/
St. Petersburg,2017,2017-St. Petersburg,ATP 250,Hard,Indoor,"St. Petersburg, Russia",,https://www.tennisexplorer.com/saint-petersburg/2017/atp-men/
St. Petersburg,2018,2018-St. Petersburg,ATP 250,Hard,Indoor,"St. Petersburg, Russia",,https://www.tennisexplorer.com/saint-petersburg/2018/atp-men/
St. Petersburg,2019,2019-St. Petersburg,ATP 250,Hard,Indoor,"St. Petersburg, Russia",,https://www.tennisexplorer.com/saint-petersburg/2019/atp-men/
St. Petersburg,2021,2021-St. Petersburg,ATP 250,Hard,Indoor,"St. Petersburg, Russia",,
St. Remy CH,2010,2010-St. Remy CH,ATP Challenger,Hard,Outdoor,"Saint-Remy-de-Provence, France",,https://www.tennisexplorer.com/st-remy-challenger/2010/atp-men/
St. Remy CH,2011,2011-St. Remy CH,ATP Challenger,Hard,Outdoor,"Saint-Remy-de-Provence, France",,https://www.tennisexplorer.com/st-remy-challenger/2011/atp-men/
St. Remy CH,2012,2012-St. Remy CH,ATP Challenger,Hard,Outdoor,"Saint-Remy-de-Provence, France",,https://www.tennisexplorer.com/st-remy-challenger/2012/atp-men/
St. Remy CH,2013,2013-St. Remy CH,ATP Challenger,Hard,Outdoor,"Saint-Remy-de-Provence, France",,https://www.tennisexplorer.com/st-remy-challenger/2013/atp-men/
St. Remy CH,2014,2014-St. Remy CH,ATP Challenger,Hard,Outdoor,"Saint-Remy-de-Provence, France",,https://www.tennisexplorer.com/st-remy-challenger/2014/atp-men/
St. Remy CH,2015,2015-St. Remy CH,ATP Challenger,Hard,Outdoor,"Saint-Remy-de-Provence, France",,https://www.tennisexplorer.com/st-remy-challenger/2015/atp-men/
St. Remy CH,2016,2016-St. Remy CH,ATP Challenger,Hard,Outdoor,"Saint-Remy-de-Provence, France",,https://www.tennisexplorer.com/st-remy-challenger/2016/atp-men/
St. Tropez CH,2021,2021-St. Tropez CH,ATP Challenger,Hard,Outdoor,"St. Tropez, France",,
Stockholm,2010,2010-Stockholm,ATP 250,Hard,Indoor,"Stockholm, Sweden",,https://www.tennisexplorer.com/stockholm/2010/atp-men/
Stockholm,2011,2011-Stockholm,ATP 250,Hard,Indoor,"Stockholm, Sweden",,https://www.tennisexplorer.com/stockholm/2011/atp-men/
Stockholm,2012,2012-Stockholm,ATP 250,Hard,Indoor,"Stockholm, Sweden",,https://www.tennisexplorer.com/stockholm/2012/atp-men/
Stockholm,2013,2013-Stockholm,ATP 250,Hard,Indoor,"Stockholm, Sweden",,https://www.tennisexplorer.com/stockholm/2013/atp-men/
Stockholm,2014,2014-Stockholm,ATP 250,Hard,Indoor,"Stockholm, Sweden",,https://www.tennisexplorer.com/stockholm/2014/atp-men/
Stockholm,2015,2015-Stockholm,ATP 250,Hard,Indoor,"Stockholm, Sweden",,https://www.tennisexplorer.com/stockholm/2015/atp-men/
Stockholm,2016,2016-Stockholm,ATP 250,Hard,Indoor,"Stockholm, Sweden",,https://www.tennisexplorer.com/stockholm/2016/atp-men/
Stockholm,2017,2017-Stockholm,ATP 250,Hard,Indoor,"Stockholm, Sweden",,https://www.tennisexplorer.com/stockholm/2017/atp-men/
Stockholm,2018,2018-Stockholm,ATP 250,Hard,Indoor,"Stockholm, Sweden",,https://www.tennisexplorer.com/stockholm/2018/atp-men/
Stockholm,2019,2019-Stockholm,ATP 250,Hard,Indoor,"Stockholm, Sweden",,https://www.tennisexplorer.com/stockholm/2019/atp-men/
Stockholm,2021,2021-Stockholm,ATP 250,Hard,Indoor,"Stockholm, Sweden",,
Stockton CH,2016,2016-Stockton CH,ATP Challenger,Hard,Outdoor,"Stockton, California, United States",,https://www.tennisexplorer.com/stockton-challenger/2016/atp-men/
Stockton CH,2017,2017-Stockton CH,ATP Challenger,Hard,Outdoor,"Stockton, California, United States",,https://www.tennisexplorer.com/stockton-challenger/2017/atp-men/
Stockton CH,2018,2018-Stockton CH,ATP Challenger,Hard,Outdoor,"Stockton, California, United States",,https://www.tennisexplorer.com/stockton-challenger/2018/atp-men/
Stuttgart,2010,2010-Stuttgart,ATP 250,Clay,Outdoor,"Stuttgart, Germany",,https://www.tennisexplorer.com/stuttgart/2010/atp-men/
Stuttgart,2011,2011-Stuttgart,ATP 250,Clay,Outdoor,"Stuttgart, Germany",,https://www.tennisexplorer.com/stuttgart/2011/atp-men/
Stuttgart,2012,2012-Stuttgart,ATP 250,Clay,Outdoor,"Stuttgart, Germany",,https://www.tennisexplorer.com/stuttgart/2012/atp-men/
Stuttgart,2013,2013-Stuttgart,ATP 250,Clay,Outdoor,"Stuttgart, Germany",,https://www.tennisexplorer.com/stuttgart/2013/atp-men/
Stuttgart,2014,2014-Stuttgart,ATP 250,Clay,Outdoor,"Stuttgart, Germany",,https://www.tennisexplorer.com/stuttgart/2014/atp-men/
Stuttgart,2015,2015-Stuttgart,ATP 250,Grass,Outdoor,"Stuttgart, Germany",,https://www.tennisexplorer.com/stuttgart/2015/atp-men/
Stuttgart,2016,2016-Stuttgart,ATP 250,Grass,Outdoor,"Stuttgart, Germany",,https://www.tennisexplorer.com/stuttgart/2016/atp-men/
Stuttgart,2017,2017-Stuttgart,ATP 250,Grass,Outdoor,"Stuttgart, Germany",,https://www.tennisexplorer.com/stuttgart/2017/atp-men/
Stuttgart,2018,2018-Stuttgart,ATP 250,Grass,Outdoor,"Stuttgart, Germany",,https://www.tennisexplorer.com/stuttgart/2018/atp-men/
Stuttgart,2019,2019-Stuttgart,ATP 250,Grass,Outdoor,"Stuttgart, Germany",,https://www.tennisexplorer.com/stuttgart/2019/atp-men/
Stuttgart,2021,2021-Stuttgart,ATP 250,Grass,Outdoor,"Stuttgart, Germany",,
Sudan F1,2010,2010-Sudan F1,ITF Tour,Clay,Outdoor,"Khartoum, Sudan",,
Sudan F2,2010,2010-Sudan F2,ITF Tour,Clay,Outdoor,"Khartoum, Sudan",,
Sunrise CH,2010,2010-Sunrise CH,ATP Challenger,Hard,Outdoor,"Sunrise, Florida, United States",,https://www.tennisexplorer.com/sunrise-challenger/2010/atp-men/
Surbiton CH,2015,2015-Surbiton CH,ATP Challenger,Grass,Outdoor,"London, Great Britain",,https://www.tennisexplorer.com/surbiton-challenger/2015/atp-men/
Surbiton CH,2016,2016-Surbiton CH,ATP Challenger,Grass,Outdoor,"London, Great Britain",,https://www.tennisexplorer.com/surbiton-challenger/2016/atp-men/
Surbiton CH,2017,2017-Surbiton CH,ATP Challenger,Grass,Outdoor,"London, Great Britain",,https://www.tennisexplorer.com/surbiton-challenger/2017/atp-men/
Surbiton CH,2018,2018-Surbiton CH,ATP Challenger,Grass,Outdoor,"London, Great Britain",,https://www.tennisexplorer.com/surbiton-challenger/2018/atp-men/
Surbiton CH,2019,2019-Surbiton CH,ATP Challenger,Grass,Outdoor,"London, Great Britain",,https://www.tennisexplorer.com/surbiton-challenger/2019/atp-men/
Suzhou CH,2015,2015-Suzhou CH,ATP Challenger,Hard,Outdoor,"Suzhou, China",,https://www.tennisexplorer.com/suzhou-challenger/2015/atp-men/
Suzhou CH,2016,2016-Suzhou CH,ATP Challenger,Hard,Outdoor,"Suzhou, China",,https://www.tennisexplorer.com/suzhou-challenger/2016/atp-men/
Suzhou CH,2017,2017-Suzhou CH,ATP Challenger,Hard,Outdoor,"Suzhou, China",,https://www.tennisexplorer.com/suzhou-challenger/2017/atp-men/
Sweden F1,2010,2010-Sweden F1,ITF Tour,Hard,Indoor,"Danderyd, Sweden",,
Sweden F1,2011,2011-Sweden F1,ITF Tour,Clay,Outdoor,"Karlskrona, Sweden",,
Sweden F1,2012,2012-Sweden F1,ITF Tour,Clay,Outdoor,"Karlskrona, Sweden",,
Sweden F1,2013,2013-Sweden F1,ITF Tour,Clay,Outdoor,"Karlskrona, Sweden",,
Sweden F1,2014,2014-Sweden F1,ITF Tour,Clay,Outdoor,"Karlskrona, Sweden",,
Sweden F1,2015,2015-Sweden F1,ITF Tour,Clay,Outdoor,"Karlskrona, Sweden",,
Sweden F1,2016,2016-Sweden F1,ITF Tour,Clay,Outdoor,"Karlskrona, Sweden",,
Sweden F1,2017,2017-Sweden F1,ITF Tour,Clay,Outdoor,"Karlskrona, Sweden",,
Sweden F1,2018,2018-Sweden F1,ITF Tour,Clay,Outdoor,"Karlskrona, Sweden",,
Sweden F2,2010,2010-Sweden F2,ITF Tour,Hard,Indoor,"Falun, Sweden",,
Sweden F2,2011,2011-Sweden F2,ITF Tour,Clay,Outdoor,"Bastad, Sweden",,
Sweden F2,2012,2012-Sweden F2,ITF Tour,Clay,Outdoor,"Bastad, Sweden",,
Sweden F2,2013,2013-Sweden F2,ITF Tour,Clay,Outdoor,"Bastad, Sweden",,
Sweden F2,2014,2014-Sweden F2,ITF Tour,Clay,Outdoor,"Bastad, Sweden",,
Sweden F2,2015,2015-Sweden F2,ITF Tour,Clay,Outdoor,"Bastad, Sweden",,
Sweden F2,2016,2016-Sweden F2,ITF Tour,Clay,Outdoor,"Bastad, Sweden",,
Sweden F2,2017,2017-Sweden F2,ITF Tour,Clay,Outdoor,"Bastad, Sweden",,
Sweden F2,2018,2018-Sweden F2,ITF Tour,Clay,Outdoor,"Kalmar, Sweden",,
Sweden F3,2011,2011-Sweden F3,ITF Tour,Clay,Outdoor,"Bastad, Sweden",,
Sweden F3,2012,2012-Sweden F3,ITF Tour,Clay,Outdoor,"Bastad, Sweden",,
Sweden F3,2013,2013-Sweden F3,ITF Tour,Clay,Outdoor,"Bastad, Sweden",,
Sweden F3,2014,2014-Sweden F3,ITF Tour,Clay,Outdoor,"Bastad, Sweden",,
Sweden F3,2015,2015-Sweden F3,ITF Tour,Clay,Outdoor,"Bastad, Sweden",,
Sweden F3,2016,2016-Sweden F3,ITF Tour,Clay,Outdoor,"Bastad, Sweden",,
Sweden F3,2017,2017-Sweden F3,ITF Tour,Hard,Indoor,"Jonkoping, Sweden",,
Sweden F3,2018,2018-Sweden F3,ITF Tour,Clay,Outdoor,"Lund, Sweden",,
Sweden F4,2011,2011-Sweden F4,ITF Tour,Hard,Outdoor,"Uppsala, Sweden",,
Sweden F4,2012,2012-Sweden F4,ITF Tour,Hard,Indoor,"Uppsala, Sweden",,
Sweden F4,2013,2013-Sweden F4,ITF Tour,Hard,Indoor,"Gothenburg, Sweden",,
Sweden F4,2014,2014-Sweden F4,ITF Tour,Hard,Indoor,"Danderyd, Sweden",,
Sweden F4,2015,2015-Sweden F4,ITF Tour,Hard,Indoor,"Falun, Sweden",,
Sweden F4,2016,2016-Sweden F4,ITF Tour,Hard,Indoor,"Stockholm, Sweden",,
Sweden F4,2017,2017-Sweden F4,ITF Tour,Hard,Indoor,"Falun, Sweden",,
Sweden F4,2018,2018-Sweden F4,ITF Tour,,Indoor,"Stockholm, Sweden",,
Sweden F5,2011,2011-Sweden F5,ITF Tour,Hard,Indoor,"Danderyd, Sweden",,
Sweden F5,2012,2012-Sweden F5,ITF Tour,Hard,Indoor,"Danderyd, Sweden",,
Sweden F5,2013,2013-Sweden F5,ITF Tour,Hard,Indoor,"Danderyd, Sweden",,
Sweden F5,2014,2014-Sweden F5,ITF Tour,Hard,Indoor,"Falun, Sweden",,
Sweden F5,2015,2015-Sweden F5,ITF Tour,Hard,Indoor,"Danderyd, Sweden",,
Sweden F5,2016,2016-Sweden F5,ITF Tour,Hard,Indoor,"Falun, Sweden",,
Sweden F5,2018,2018-Sweden F5,ITF Tour,Hard,Indoor,"Falun, Sweden",,
Sweden F6,2011,2011-Sweden F6,ITF Tour,Hard,Indoor,"Falun, Sweden",,
Sweden F6,2012,2012-Sweden F6,ITF Tour,Hard,Indoor,"Falun, Sweden",,
Sweden F6,2013,2013-Sweden F6,ITF Tour,Hard,Indoor,"Falun, Sweden",,
Sweden F6,2014,2014-Sweden F6,ITF Tour,Hard,Indoor,"Jonkoping, Sweden",,
Sweden F7,2011,2011-Sweden F7,ITF Tour,Hard,Indoor,"Lidkoping, Sweden",,
Sweden F7,2012,2012-Sweden F7,ITF Tour,Hard,Outdoor,"Jonkoping, Sweden",,
Sweden F7,2013,2013-Sweden F7,ITF Tour,Hard,Indoor,"Jonkoping, Sweden",,
Switzerland F1,2010,2010-Switzerland F1,ITF Tour,Carpet,Indoor,"Taverne, Switzerland",,
Switzerland F1,2011,2011-Switzerland F1,ITF Tour,Carpet,Indoor,"Fallanden, Switzerland",,
Switzerland F1,2012,2012-Switzerland F1,ITF Tour,Carpet,Indoor,"Taverne, Switzerland",,
Switzerland F1,2013,2013-Switzerland F1,ITF Tour,Carpet,Indoor,"Frauenfeld, Switzerland",,
Switzerland F1,2014,2014-Switzerland F1,ITF Tour,Carpet,Indoor,"Taverne, Switzerland",,
Switzerland F1,2015,2015-Switzerland F1,ITF Tour,Carpet,Indoor,"Trimbach, Switzerland",,
Switzerland F1,2016,2016-Switzerland F1,ITF Tour,Carpet,Indoor,"Oberentfelden, Switzerland",,
Switzerland F1,2017,2017-Switzerland F1,ITF Tour,Carpet,Indoor,"Oberentfelden, Switzerland",,
Switzerland F1,2018,2018-Switzerland F1,ITF Tour,Carpet,Indoor,"Oberentfelden, Switzerland",,
Switzerland F2,2010,2010-Switzerland F2,ITF Tour,Carpet,Indoor,"Wetzikon, Switzerland",,
Switzerland F2,2011,2011-Switzerland F2,ITF Tour,Carpet,Indoor,"Vaduz, Switzerland",,
Switzerland F2,2012,2012-Switzerland F2,ITF Tour,Carpet,Indoor,"Vaduz, Switzerland",,
Switzerland F2,2013,2013-Switzerland F2,ITF Tour,Carpet,Indoor,"Vaduz, Switzerland",,
Switzerland F2,2014,2014-Switzerland F2,ITF Tour,Carpet,Indoor,"Trimbach, Switzerland",,
Switzerland F2,2015,2015-Switzerland F2,ITF Tour,Carpet,Indoor,"Taverne, Switzerland",,
Switzerland F2,2016,2016-Switzerland F2,ITF Tour,Carpet,Indoor,"Trimbach, Switzerland",,
Switzerland F2,2017,2017-Switzerland F2,ITF Tour,Carpet,Indoor,"Bellevue, Switzerland",,
Switzerland F2,2018,2018-Switzerland F2,ITF Tour,Carpet,Indoor,"Bellevue, Switzerland",,
Switzerland F3,2010,2010-Switzerland F3,ITF Tour,Carpet,Indoor,"Vaduz, Switzerland",,
Switzerland F3,2011,2011-Switzerland F3,ITF Tour,Carpet,Indoor,"Lugano, Switzerland",,
Switzerland F3,2012,2012-Switzerland F3,ITF Tour,Carpet,Indoor,"Fallanden, Switzerland",,
Switzerland F3,2013,2013-Switzerland F3,ITF Tour,Carpet,Indoor,"Taverne, Switzerland",,
Switzerland F3,2014,2014-Switzerland F3,ITF Tour,Clay,Outdoor,"Geneva, Switzerland",,
Switzerland F3,2015,2015-Switzerland F3,ITF Tour,Clay,Indoor,"Geneva, Switzerland",,
Switzerland F3,2016,2016-Switzerland F3,ITF Tour,Clay,Indoor,"Collonge-Bellerive, Switzerland",,
Switzerland F3,2017,2017-Switzerland F3,ITF Tour,Clay,Outdoor,"Collonge-Bellerive, Switzerland",,
Switzerland F3,2018,2018-Switzerland F3,ITF Tour,Clay,Outdoor,"Sion, Switzerland",,
Switzerland F4,2013,2013-Switzerland F4,ITF Tour,Clay,Outdoor,"Geneva, Switzerland",,
Switzerland F4,2014,2014-Switzerland F4,ITF Tour,Clay,Outdoor,"Sion, Switzerland",,
Switzerland F4,2015,2015-Switzerland F4,ITF Tour,Clay,Outdoor,"Sion, Switzerland",,
Switzerland F4,2016,2016-Switzerland F4,ITF Tour,Clay,Outdoor,"Lausanne, Switzerland",,
Switzerland F4,2017,2017-Switzerland F4,ITF Tour,Clay,Outdoor,"Neuchatel, Switzerland",,
Switzerland F4,2018,2018-Switzerland F4,ITF Tour,Clay,Outdoor,"Neuchatel, Switzerland",,
Switzerland F5,2013,2013-Switzerland F5,ITF Tour,Clay,Outdoor,"Sion, Switzerland",,
Switzerland F5,2014,2014-Switzerland F5,ITF Tour,Clay,Outdoor,"Lausanne, Switzerland",,
Switzerland F5,2015,2015-Switzerland F5,ITF Tour,Clay,Outdoor,"Lausanne, Switzerland",,
Switzerland F5,2016,2016-Switzerland F5,ITF Tour,Clay,Outdoor,"Sion, Switzerland",,
Switzerland F5,2017,2017-Switzerland F5,ITF Tour,Clay,Outdoor,"Sion, Switzerland",,
Switzerland F5,2018,2018-Switzerland F5,ITF Tour,,Outdoor,"Schlieren, Switzerland",,
Switzerland F6,2013,2013-Switzerland F6,ITF Tour,Clay,Outdoor,"Lausanne, Switzerland",,
Sydney 1 CH,2013,2013-Sydney 1 CH,ATP Challenger,Hard,Outdoor,"Sydney, Australia",,https://www.tennisexplorer.com/sydney-challenger/2013/atp-men/
Sydney,2010,2010-Sydney,ATP 250,Hard,Outdoor,"Sydney, Australia",,https://www.tennisexplorer.com/sydney/2010/atp-men/
Sydney,2011,2011-Sydney,ATP 250,Hard,Outdoor,"Sydney, Australia",,https://www.tennisexplorer.com/sydney/2011/atp-men/
Sydney,2012,2012-Sydney,ATP 250,Hard,Outdoor,"Sydney, Australia",,https://www.tennisexplorer.com/sydney/2012/atp-men/
Sydney,2013,2013-Sydney,ATP 250,Hard,Outdoor,"Sydney, Australia",,https://www.tennisexplorer.com/sydney/2013/atp-men/
Sydney,2014,2014-Sydney,ATP 250,Hard,Outdoor,"Sydney, Australia",,https://www.tennisexplorer.com/sydney/2014/atp-men/
Sydney,2015,2015-Sydney,ATP 250,Hard,Outdoor,"Sydney, Australia",,https://www.tennisexplorer.com/sydney/2015/atp-men/
Sydney,2016,2016-Sydney,ATP 250,Hard,Outdoor,"Sydney, Australia",,https://www.tennisexplorer.com/sydney/2016/atp-men/
Sydney,2017,2017-Sydney,ATP 250,Hard,Outdoor,"Sydney, Australia",,https://www.tennisexplorer.com/sydney/2017/atp-men/
Sydney,2018,2018-Sydney,ATP 250,Hard,Outdoor,"Sydney, Australia",,https://www.tennisexplorer.com/sydney/2018/atp-men/
Sydney,2019,2019-Sydney,ATP 250,Hard,Outdoor,"Sydney, Australia",,https://www.tennisexplorer.com/sydney/2019/atp-men/
Szczecin CH,2010,2010-Szczecin CH,ATP Challenger,Clay,Outdoor,"Szczecin, Poland",,https://www.tennisexplorer.com/szczecin-challenger/2010/atp-men/
Szczecin CH,2011,2011-Szczecin CH,ATP Challenger,Clay,Outdoor,"Szczecin, Poland",,https://www.tennisexplorer.com/szczecin-challenger/2011/atp-men/
Szczecin CH,2012,2012-Szczecin CH,ATP Challenger,Clay,Outdoor,"Szczecin, Poland",,https://www.tennisexplorer.com/szczecin-challenger/2012/atp-men/
Szczecin CH,2013,2013-Szczecin CH,ATP Challenger,Clay,Outdoor,"Szczecin, Poland",,https://www.tennisexplorer.com/szczecin-challenger/2013/atp-men/
Szczecin CH,2014,2014-Szczecin CH,ATP Challenger,Clay,Outdoor,"Szczecin, Poland",,https://www.tennisexplorer.com/szczecin-challenger/2014/atp-men/
Szczecin CH,2015,2015-Szczecin CH,ATP Challenger,Clay,Outdoor,"Szczecin, Poland",,https://www.tennisexplorer.com/szczecin-challenger/2015/atp-men/
Szczecin CH,2016,2016-Szczecin CH,ATP Challenger,Clay,Outdoor,"Szczecin, Poland",,https://www.tennisexplorer.com/szczecin-challenger/2016/atp-men/
Szczecin CH,2017,2017-Szczecin CH,ATP Challenger,Clay,Outdoor,"Szczecin, Poland",,https://www.tennisexplorer.com/szczecin-challenger/2017/atp-men/
Szczecin CH,2018,2018-Szczecin CH,ATP Challenger,Clay,Outdoor,"Szczecin, Poland",,https://www.tennisexplorer.com/szczecin-challenger/2018/atp-men/
Szczecin CH,2019,2019-Szczecin CH,ATP Challenger,Clay,Outdoor,"Szczecin, Poland",,https://www.tennisexplorer.com/szczecin-challenger/2019/atp-men/
Szczecin CH,2021,2021-Szczecin CH,ATP Challenger,Clay,Outdoor,"Szczecin, Poland",,
