name,year,id,tourney_level,surface,outdoor,city,venue,link
South Africa F2,2012,2012-South Africa F2,ITF Tour,Hard,Outdoor,"Potchefstroom, South Africa",,
South Africa F2,2014,2014-South Africa F2,ITF Tour,Hard,Outdoor,"Sun City, South Africa",,
South Africa F2,2015,2015-South Africa F2,ITF Tour,Hard,Outdoor,"Stellenbosch, South Africa",,
South Africa F2,2016,2016-South Africa F2,ITF Tour,Hard,Outdoor,"Stellenbosch, South Africa",,
South Africa F2,2017,2017-South Africa F2,ITF Tour,Hard,Outdoor,"Stellenbosch, South Africa",,
South Africa F2,2018,2018-South Africa F2,ITF Tour,Hard,Outdoor,"Stellenbosch, South Africa",,
South Africa F3,2014,2014-South Africa F3,ITF Tour,Hard,Outdoor,"Sun City, South Africa",,
South Africa F3,2015,2015-South Africa F3,ITF Tour,Hard,Outdoor,"Stellenbosch, South Africa",,
South Africa F3,2016,2016-South Africa F3,ITF Tour,Hard,Outdoor,"Stellenbosch, South Africa",,
South Africa F3,2017,2017-South Africa F3,ITF Tour,Hard,Outdoor,"Stellenbosch, South Africa",,
South Africa F3,2018,2018-South Africa F3,ITF Tour,Hard,Outdoor,"Stellenbosch, South Africa",,
Spain F1,2010,2010-Spain F1,ITF Tour,Clay,Outdoor,"Ciutadella de Menorca, Spain",,
Spain F1,2011,2011-Spain F1,ITF Tour,Clay,Outdoor,"Mallorca, Spain",,
Spain F1,2012,2012-Spain F1,ITF Tour,Clay,Outdoor,"Mallorca, Spain",,
Spain F1,2013,2013-Spain F1,ITF Tour,Clay,Outdoor,"Mallorca, Spain",,
Spain F1,2014,2014-Spain F1,ITF Tour,Clay,Outdoor,"Peguera, Spain",,
Spain F1,2015,2015-Spain F1,ITF Tour,Clay,Outdoor,"Castelldefels, Spain",,
Spain F1,2016,2016-Spain F1,ITF Tour,Clay,Outdoor,"Castelldefels, Spain",,
Spain F1,2017,2017-Spain F1,ITF Tour,Clay,Outdoor,"Manacor, Spain",,
Spain F1,2018,2018-Spain F1,ITF Tour,Clay,Outdoor,"Manacor, Spain",,
Spain F10,2010,2010-Spain F10,ITF Tour,Clay,Indoor,"Zaragoza, Spain",,
Spain F10,2011,2011-Spain F10,ITF Tour,Clay,Outdoor,"Reus, Spain",,
Spain F10,2012,2012-Spain F10,ITF Tour,Clay,Outdoor,"Balaguer, Spain",,
Spain F10,2013,2013-Spain F10,ITF Tour,Hard,Outdoor,"Les Franqueses del Valles, Spain",,
Spain F10,2014,2014-Spain F10,ITF Tour,Clay,Outdoor,"Vic, Spain",,
Spain F10,2015,2015-Spain F10,ITF Tour,Clay,Outdoor,"Majadahonda, Spain",,
Spain F10,2016,2016-Spain F10,ITF Tour,Clay,Outdoor,"Majadahonda, Spain",,
Spain F10,2017,2017-Spain F10,ITF Tour,Clay,Outdoor,"Madrid, Spain",,
Spain F10,2018,2018-Spain F10,ITF Tour,Clay,Outdoor,"Majadahonda, Spain",,
Spain F11,2010,2010-Spain F11,ITF Tour,Hard,Outdoor,"Madrid, Spain",,
Spain F11,2011,2011-Spain F11,ITF Tour,Clay,Outdoor,"Madrid, Spain",,
Spain F11,2012,2012-Spain F11,ITF Tour,Clay,Outdoor,"Lleida, Spain",,
Spain F11,2013,2013-Spain F11,ITF Tour,Clay,Outdoor,"Vic, Spain",,
Spain F11,2014,2014-Spain F11,ITF Tour,Hard,Outdoor,"Santa Margarida de Montbui, Spain",,
Spain F11,2015,2015-Spain F11,ITF Tour,Hard,Outdoor,"Mostoles, Spain",,
Spain F11,2016,2016-Spain F11,ITF Tour,Hard,Outdoor,"Mostoles, Spain",,
Spain F11,2017,2017-Spain F11,ITF Tour,Clay,Outdoor,"Majadahonda, Spain",,
Spain F11,2018,2018-Spain F11,ITF Tour,Clay,Outdoor,"Valldoreix, Spain",,
Spain F12,2010,2010-Spain F12,ITF Tour,Clay,Outdoor,"Madrid, Spain",,
Spain F12,2011,2011-Spain F12,ITF Tour,Clay,Outdoor,"Madrid, Spain",,
Spain F12,2012,2012-Spain F12,ITF Tour,Clay,Outdoor,"Valldoreix, Spain",,
Spain F12,2013,2013-Spain F12,ITF Tour,Clay,Outdoor,"Balaguer, Spain",,
Spain F12,2014,2014-Spain F12,ITF Tour,Clay,Outdoor,"Madrid, Spain",,
Spain F12,2015,2015-Spain F12,ITF Tour,Clay,Outdoor,"Lleida, Spain",,
Spain F12,2016,2016-Spain F12,ITF Tour,Clay,Outdoor,"Lleida, Spain",,
Spain F12,2017,2017-Spain F12,ITF Tour,Clay,Outdoor,"Lleida, Spain",,
Spain F12,2018,2018-Spain F12,ITF Tour,Clay,Outdoor,"Vic, Spain",,
Spain F13,2010,2010-Spain F13,ITF Tour,Clay,Outdoor,"Reus, Spain",,
Spain F13,2011,2011-Spain F13,ITF Tour,Clay,Outdoor,"Balaguer, Spain",,
Spain F13,2012,2012-Spain F13,ITF Tour,Clay,Outdoor,"Getxo, Spain",,
Spain F13,2013,2013-Spain F13,ITF Tour,Clay,Outdoor,"Lleida, Spain",,
Spain F13,2014,2014-Spain F13,ITF Tour,Hard,Outdoor,"Martos, Spain",,
Spain F13,2015,2015-Spain F13,ITF Tour,Clay,Outdoor,"Valldoreix, Spain",,
Spain F13,2016,2016-Spain F13,ITF Tour,Clay,Outdoor,"Valldoreix, Spain",,
Spain F13,2017,2017-Spain F13,ITF Tour,Clay,Outdoor,"Valldoreix, Spain",,
Spain F13,2018,2018-Spain F13,ITF Tour,Hard,Outdoor,"Santa Margarida de Montbui, Spain",,
Spain F14,2010,2010-Spain F14,ITF Tour,Clay,Outdoor,"Vic, Spain",,
Spain F14,2011,2011-Spain F14,ITF Tour,Clay,Outdoor,"Balaguer, Spain",,
Spain F14,2012,2012-Spain F14,ITF Tour,Clay,Outdoor,"Madrid, Spain",,
Spain F14,2013,2013-Spain F14,ITF Tour,Clay,Outdoor,"Valldoreix, Spain",,
Spain F14,2014,2014-Spain F14,ITF Tour,Hard,Outdoor,"Melilla, Spain",,
Spain F14,2015,2015-Spain F14,ITF Tour,Clay,Outdoor,"Vic, Spain",,
Spain F14,2016,2016-Spain F14,ITF Tour,Clay,Outdoor,"Vic, Spain",,
Spain F14,2017,2017-Spain F14,ITF Tour,Clay,Outdoor,"Vic, Spain",,
Spain F14,2018,2018-Spain F14,ITF Tour,Clay,Outdoor,"Huelva, Spain",,
Spain F15,2010,2010-Spain F15,ITF Tour,Clay,Outdoor,"Balaguer, Spain",,
Spain F15,2011,2011-Spain F15,ITF Tour,Clay,Outdoor,"Lleida, Spain",,
Spain F15,2012,2012-Spain F15,ITF Tour,Hard,Outdoor,"Santa Margarida de Montbui, Spain",,
Spain F15,2013,2013-Spain F15,ITF Tour,Clay,Outdoor,"Madrid, Spain",,
Spain F15,2014,2014-Spain F15,ITF Tour,Hard,Outdoor,"Palma del Rio, Spain",,
Spain F15,2015,2015-Spain F15,ITF Tour,Hard,Outdoor,"Santa Margarida de Montbui, Spain",,
Spain F15,2016,2016-Spain F15,ITF Tour,Hard,Outdoor,"Santa Margarida de Montbui, Spain",,
Spain F15,2017,2017-Spain F15,ITF Tour,Hard,Outdoor,"Santa Margarida de Montbui, Spain",,
Spain F15,2018,2018-Spain F15,ITF Tour,Hard,Outdoor,"Martos, Spain",,
Spain F16,2010,2010-Spain F16,ITF Tour,Clay,Outdoor,"Lleida, Spain",,
Spain F16,2011,2011-Spain F16,ITF Tour,Clay,Outdoor,"Valldoreix, Spain",,
Spain F16,2012,2012-Spain F16,ITF Tour,Hard,Outdoor,"Martos, Spain",,
Spain F16,2013,2013-Spain F16,ITF Tour,Hard,Outdoor,"Santa Margarida de Montbui, Spain",,
Spain F16,2014,2014-Spain F16,ITF Tour,Hard,Outdoor,"Bakio, Spain",,
Spain F16,2015,2015-Spain F16,ITF Tour,Clay,Outdoor,"Madrid, Spain",,
Spain F16,2016,2016-Spain F16,ITF Tour,Clay,Outdoor,"Huelva, Spain",,
Spain F16,2017,2017-Spain F16,ITF Tour,Clay,Outdoor,"Huelva, Spain",,
Spain F16,2018,2018-Spain F16,ITF Tour,Hard,Outdoor,"Palma del Rio, Spain",,
Spain F17,2010,2010-Spain F17,ITF Tour,Clay,Outdoor,"Valldoreix, Spain",,
Spain F17,2011,2011-Spain F17,ITF Tour,Clay,Outdoor,"Getxo, Spain",,
Spain F17,2012,2012-Spain F17,ITF Tour,Hard,Outdoor,"Melilla, Spain",,
Spain F17,2013,2013-Spain F17,ITF Tour,Hard,Outdoor,"Martos, Spain",,
Spain F17,2014,2014-Spain F17,ITF Tour,Clay,Outdoor,"Getxo, Spain",,
Spain F17,2015,2015-Spain F17,ITF Tour,Hard,Outdoor,"Martos, Spain",,
Spain F17,2016,2016-Spain F17,ITF Tour,Hard,Outdoor,"Martos, Spain",,
Spain F17,2017,2017-Spain F17,ITF Tour,Hard,Outdoor,"Martos, Spain",,
Spain F17,2018,2018-Spain F17,ITF Tour,Hard,Outdoor,"Bakio, Spain",,
Spain F18,2010,2010-Spain F18,ITF Tour,Hard,Outdoor,"Adeje, Spain",,
Spain F18,2011,2011-Spain F18,ITF Tour,Hard,Outdoor,"Madrid, Spain",,
Spain F18,2012,2012-Spain F18,ITF Tour,Hard,Outdoor,"Palma del Rio, Spain",,
Spain F18,2013,2013-Spain F18,ITF Tour,Hard,Outdoor,"Melilla, Spain",,
Spain F18,2014,2014-Spain F18,ITF Tour,Clay,Outdoor,"Gandia, Spain",,
Spain F18,2015,2015-Spain F18,ITF Tour,Hard,Outdoor,"Palma del Rio, Spain",,
Spain F18,2016,2016-Spain F18,ITF Tour,Hard,Outdoor,"Palma del Rio, Spain",,
Spain F18,2017,2017-Spain F18,ITF Tour,Hard,Outdoor,"Palma del Rio, Spain",,
Spain F18,2018,2018-Spain F18,ITF Tour,Clay,Outdoor,"Getxo, Spain",,
Spain F19,2010,2010-Spain F19,ITF Tour,Hard,Outdoor,"Lanzarote, Spain",,
Spain F19,2012,2012-Spain F19,ITF Tour,Hard,Outdoor,"Bakio, Spain",,
Spain F19,2013,2013-Spain F19,ITF Tour,Hard,Outdoor,"Palma del Rio, Spain",,
Spain F19,2014,2014-Spain F19,ITF Tour,Clay,Outdoor,"Denia, Spain",,
Spain F19,2015,2015-Spain F19,ITF Tour,Hard,Outdoor,"Bakio, Spain",,
Spain F19,2016,2016-Spain F19,ITF Tour,Hard,Outdoor,"Bakio, Spain",,
Spain F19,2017,2017-Spain F19,ITF Tour,Hard,Outdoor,"Bakio, Spain",,
Spain F19,2018,2018-Spain F19,ITF Tour,Clay,Outdoor,"Gandia, Spain",,
Spain F2,2010,2010-Spain F2,ITF Tour,Clay,Outdoor,"Cala Millor, Spain",,
Spain F2,2011,2011-Spain F2,ITF Tour,Clay,Outdoor,"Mallorca, Spain",,
Spain F2,2012,2012-Spain F2,ITF Tour,Clay,Outdoor,"Mallorca, Spain",,
Spain F2,2013,2013-Spain F2,ITF Tour,Clay,Outdoor,"Mallorca, Spain",,
Spain F2,2014,2014-Spain F2,ITF Tour,Clay,Outdoor,"Peguera, Spain",,
Spain F2,2015,2015-Spain F2,ITF Tour,Clay,Outdoor,"Peguera, Spain",,
Spain F2,2016,2016-Spain F2,ITF Tour,Clay,Outdoor,"Peguera, Spain",,
Spain F2,2017,2017-Spain F2,ITF Tour,Clay,Outdoor,"Manacor, Spain",,
Spain F2,2018,2018-Spain F2,ITF Tour,Clay,Outdoor,"Manacor, Spain",,
Spain F20,2010,2010-Spain F20,ITF Tour,Carpet,Outdoor,"Puerto de la Cruz, Spain",,
Spain F20,2011,2011-Spain F20,ITF Tour,Hard,Outdoor,"Martos, Spain",,
Spain F20,2012,2012-Spain F20,ITF Tour,Clay,Outdoor,"Gandia, Spain",,
Spain F20,2013,2013-Spain F20,ITF Tour,Hard,Outdoor,"Bakio, Spain",,
Spain F20,2014,2014-Spain F20,ITF Tour,Clay,Outdoor,"Xativa, Spain",,
Spain F20,2015,2015-Spain F20,ITF Tour,Clay,Outdoor,"Getxo, Spain",,
Spain F20,2016,2016-Spain F20,ITF Tour,Clay,Outdoor,"Getxo, Spain",,
Spain F20,2017,2017-Spain F20,ITF Tour,Clay,Outdoor,"Getxo, Spain",,
Spain F20,2018,2018-Spain F20,ITF Tour,Clay,Outdoor,"Denia, Spain",,
Spain F21,2010,2010-Spain F21,ITF Tour,Hard,Outdoor,"La Palma, Spain",,
Spain F21,2011,2011-Spain F21,ITF Tour,Hard,Outdoor,"Melilla, Spain",,
Spain F21,2012,2012-Spain F21,ITF Tour,Clay,Outdoor,"Denia, Spain",,
Spain F21,2013,2013-Spain F21,ITF Tour,Clay,Outdoor,"Getxo, Spain",,
Spain F21,2014,2014-Spain F21,ITF Tour,Hard,Outdoor,"Bejar, Spain",,
Spain F21,2015,2015-Spain F21,ITF Tour,Clay,Outdoor,"Gandia, Spain",,
Spain F21,2016,2016-Spain F21,ITF Tour,Clay,Outdoor,"Gandia, Spain",,
Spain F21,2017,2017-Spain F21,ITF Tour,Clay,Outdoor,"Gandia, Spain",,
Spain F21,2018,2018-Spain F21,ITF Tour,Clay,Outdoor,"Xativa, Spain",,
Spain F22,2010,2010-Spain F22,ITF Tour,Hard,Outdoor,"Melilla, Spain",,
Spain F22,2011,2011-Spain F22,ITF Tour,Hard,Outdoor,"Palma del Rio, Spain",,
Spain F22,2012,2012-Spain F22,ITF Tour,Clay,Outdoor,"Xativa, Spain",,
Spain F22,2013,2013-Spain F22,ITF Tour,Clay,Outdoor,"Gandia, Spain",,
Spain F22,2014,2014-Spain F22,ITF Tour,Hard,Outdoor,"Ourense, Spain",,
Spain F22,2015,2015-Spain F22,ITF Tour,Clay,Outdoor,"Denia, Spain",,
Spain F22,2016,2016-Spain F22,ITF Tour,Clay,Outdoor,"Denia, Spain",,
Spain F22,2017,2017-Spain F22,ITF Tour,Clay,Outdoor,"Denia, Spain",,
Spain F22,2018,2018-Spain F22,ITF Tour,Hard,Outdoor,"Pozoblanco, Spain",,
Spain F23,2010,2010-Spain F23,ITF Tour,Hard,Outdoor,"Palma del Rio, Spain",,
Spain F23,2011,2011-Spain F23,ITF Tour,Hard,Outdoor,"Bakio, Spain",,
Spain F23,2013,2013-Spain F23,ITF Tour,Clay,Outdoor,"Denia, Spain",,
Spain F23,2014,2014-Spain F23,ITF Tour,Clay,Outdoor,"Vigo, Spain",,
Spain F23,2015,2015-Spain F23,ITF Tour,Clay,Outdoor,"Xativa, Spain",,
Spain F23,2016,2016-Spain F23,ITF Tour,Clay,Outdoor,"Xativa, Spain",,
Spain F23,2017,2017-Spain F23,ITF Tour,Clay,Outdoor,"Xativa, Spain",,
Spain F23,2018,2018-Spain F23,ITF Tour,Clay,Outdoor,"Vigo, Spain",,
Spain F24,2010,2010-Spain F24,ITF Tour,Hard,Outdoor,"Bakio, Spain",,
Spain F24,2011,2011-Spain F24,ITF Tour,Clay,Outdoor,"Elche, Spain",,
Spain F24,2012,2012-Spain F24,ITF Tour,Clay,Outdoor,"Vigo, Spain",,
Spain F24,2013,2013-Spain F24,ITF Tour,Clay,Outdoor,"Xativa, Spain",,
Spain F24,2014,2014-Spain F24,ITF Tour,Hard,Outdoor,"Pozoblanco, Spain",,
Spain F24,2015,2015-Spain F24,ITF Tour,Hard,Outdoor,"Ourense, Spain",,
Spain F24,2016,2016-Spain F24,ITF Tour,Hard,Outdoor,"Bejar, Spain",,
Spain F24,2018,2018-Spain F24,ITF Tour,Clay,Outdoor,"Santander, Spain",,
Spain F25,2010,2010-Spain F25,ITF Tour,Clay,Outdoor,"Elche, Spain",,
Spain F25,2011,2011-Spain F25,ITF Tour,Clay,Outdoor,"Gandia, Spain",,
Spain F25,2012,2012-Spain F25,ITF Tour,Hard,Outdoor,"Ourense, Spain",,
Spain F25,2013,2013-Spain F25,ITF Tour,Hard,Outdoor,"Bejar, Spain",,
Spain F25,2014,2014-Spain F25,ITF Tour,Clay,Outdoor,"Oviedo, Spain",,
Spain F25,2015,2015-Spain F25,ITF Tour,Hard,Outdoor,"Bejar, Spain",,
Spain F25,2016,2016-Spain F25,ITF Tour,Hard,Outdoor,"Ourense, Spain",,
Spain F25,2017,2017-Spain F25,ITF Tour,Clay,Outdoor,"Vigo, Spain",,
Spain F25,2018,2018-Spain F25,ITF Tour,Clay,Outdoor,"Donostia-San-Sebastian, Spain",,
Spain F26,2010,2010-Spain F26,ITF Tour,Clay,Outdoor,"Gandia, Spain",,
Spain F26,2011,2011-Spain F26,ITF Tour,Clay,Outdoor,"Denia, Spain",,
Spain F26,2012,2012-Spain F26,ITF Tour,Clay,Outdoor,"Santander, Spain",,
Spain F26,2013,2013-Spain F26,ITF Tour,Clay,Outdoor,"Vigo, Spain",,
Spain F26,2014,2014-Spain F26,ITF Tour,Hard,Outdoor,"Madrid, Spain",,
Spain F26,2015,2015-Spain F26,ITF Tour,Clay,Outdoor,"Vigo, Spain",,
Spain F26,2016,2016-Spain F26,ITF Tour,Clay,Outdoor,"Vigo, Spain",,
Spain F26,2017,2017-Spain F26,ITF Tour,Clay,Outdoor,"Santander, Spain",,
Spain F26,2018,2018-Spain F26,ITF Tour,Clay,Outdoor,"Oviedo, Spain",,
Spain F27,2010,2010-Spain F27,ITF Tour,Clay,Outdoor,"Denia, Spain",,
Spain F27,2011,2011-Spain F27,ITF Tour,Clay,Outdoor,"Xativa, Spain",,
Spain F27,2012,2012-Spain F27,ITF Tour,Clay,Outdoor,"Oviedo, Spain",,
Spain F27,2013,2013-Spain F27,ITF Tour,Hard,Outdoor,"Ourense, Spain",,
Spain F27,2014,2014-Spain F27,ITF Tour,Hard,Outdoor,"Madrid, Spain",,
Spain F27,2016,2016-Spain F27,ITF Tour,Clay,Outdoor,"Santander, Spain",,
Spain F27,2017,2017-Spain F27,ITF Tour,Clay,Outdoor,"Donostia-San-Sebastian, Spain",,
Spain F27,2018,2018-Spain F27,ITF Tour,Clay,Outdoor,"Seville, Spain",,
Spain F28,2010,2010-Spain F28,ITF Tour,Clay,Outdoor,"Xativa, Spain",,
Spain F28,2011,2011-Spain F28,ITF Tour,Clay,Outdoor,"Irun, Spain",,
Spain F28,2012,2012-Spain F28,ITF Tour,Hard,Outdoor,"Getafe, Spain",,
Spain F28,2013,2013-Spain F28,ITF Tour,Hard,Outdoor,"Pozoblanco, Spain",,
Spain F28,2014,2014-Spain F28,ITF Tour,Clay,Outdoor,"Seville, Spain",,
Spain F28,2015,2015-Spain F28,ITF Tour,Clay,Outdoor,"Oviedo, Spain",,
Spain F28,2016,2016-Spain F28,ITF Tour,Clay,Outdoor,"Donostia-San-Sebastian, Spain",,
Spain F28,2017,2017-Spain F28,ITF Tour,Clay,Outdoor,"Oviedo, Spain",,
Spain F28,2018,2018-Spain F28,ITF Tour,Clay,Indoor,"Madrid, Spain",,
Spain F29,2010,2010-Spain F29,ITF Tour,Clay,Outdoor,"Irun, Spain",,
Spain F29,2011,2011-Spain F29,ITF Tour,Clay,Outdoor,"Vigo, Spain",,
Spain F29,2012,2012-Spain F29,ITF Tour,Hard,Outdoor,"Madrid, Spain",,
Spain F29,2013,2013-Spain F29,ITF Tour,Clay,Outdoor,"Oviedo, Spain",,
Spain F29,2014,2014-Spain F29,ITF Tour,Clay,Outdoor,"Sabadell, Spain",,
Spain F29,2015,2015-Spain F29,ITF Tour,Hard,Outdoor,"Madrid, Spain",,
Spain F29,2016,2016-Spain F29,ITF Tour,Clay,Outdoor,"Oviedo, Spain",,
Spain F29,2017,2017-Spain F29,ITF Tour,Clay,Outdoor,"Seville, Spain",,
Spain F29,2018,2018-Spain F29,ITF Tour,Clay,Outdoor,"Sabadell, Spain",,
Spain F3,2010,2010-Spain F3,ITF Tour,Hard,Outdoor,"Murcia, Spain",,
Spain F3,2011,2011-Spain F3,ITF Tour,Clay,Outdoor,"Mallorca, Spain",,
Spain F3,2012,2012-Spain F3,ITF Tour,Clay,Outdoor,"Murcia, Spain",,
Spain F3,2013,2013-Spain F3,ITF Tour,Clay,Outdoor,"Murcia, Spain",,
Spain F3,2014,2014-Spain F3,ITF Tour,Clay,Outdoor,"Murcia, Spain",,
Spain F3,2015,2015-Spain F3,ITF Tour,Clay,Outdoor,"Peguera, Spain",,
Spain F3,2016,2016-Spain F3,ITF Tour,Clay,Outdoor,"Peguera, Spain",,
Spain F3,2017,2017-Spain F3,ITF Tour,Clay,Outdoor,"Peguera, Spain",,
Spain F3,2018,2018-Spain F3,ITF Tour,Clay,Outdoor,"Peguera, Spain",,
Spain F30,2010,2010-Spain F30,ITF Tour,Clay,Outdoor,"Vigo, Spain",,
Spain F30,2011,2011-Spain F30,ITF Tour,Hard,Outdoor,"Ourense, Spain",,
Spain F30,2012,2012-Spain F30,ITF Tour,Clay,Outdoor,"Seville, Spain",,
Spain F30,2013,2013-Spain F30,ITF Tour,Hard,Outdoor,"Madrid, Spain",,
Spain F30,2014,2014-Spain F30,ITF Tour,Clay,Outdoor,"Sant Cugat, Spain",,
Spain F30,2015,2015-Spain F30,ITF Tour,Clay,Outdoor,"Seville, Spain",,
Spain F30,2016,2016-Spain F30,ITF Tour,Clay,Indoor,"Madrid, Spain",,
Spain F30,2017,2017-Spain F30,ITF Tour,Clay,Indoor,"Madrid, Spain",,
Spain F30,2018,2018-Spain F30,ITF Tour,,Outdoor,"Melilla, Spain",,
Spain F31,2010,2010-Spain F31,ITF Tour,Clay,Outdoor,"Santander, Spain",,
Spain F31,2011,2011-Spain F31,ITF Tour,Clay,Outdoor,"Santander, Spain",,
Spain F31,2013,2013-Spain F31,ITF Tour,Hard,Outdoor,"Getafe, Spain",,
Spain F31,2014,2014-Spain F31,ITF Tour,Hard,Outdoor,"Madrid, Spain",,
Spain F31,2015,2015-Spain F31,ITF Tour,Clay,Outdoor,"Sabadell, Spain",,
Spain F31,2016,2016-Spain F31,ITF Tour,Clay,Outdoor,"Seville, Spain",,
Spain F31,2017,2017-Spain F31,ITF Tour,Clay,Outdoor,"Sabadell, Spain",,
Spain F31,2018,2018-Spain F31,ITF Tour,,Outdoor,"Riba - Roja de Turia, Spain",,
Spain F32,2010,2010-Spain F32,ITF Tour,Clay,Outdoor,"Oviedo, Spain",,
Spain F32,2011,2011-Spain F32,ITF Tour,Clay,Outdoor,"Oviedo, Spain",,
Spain F32,2012,2012-Spain F32,ITF Tour,Clay,Outdoor,"Sabadell, Spain",,
Spain F32,2013,2013-Spain F32,ITF Tour,Clay,Outdoor,"Seville, Spain",,
Spain F32,2014,2014-Spain F32,ITF Tour,Hard,Outdoor,"Madrid, Spain",,
Spain F32,2015,2015-Spain F32,ITF Tour,Clay,Outdoor,"Sant Cugat, Spain",,
Spain F32,2016,2016-Spain F32,ITF Tour,Clay,Outdoor,"Sabadell, Spain",,
Spain F32,2017,2017-Spain F32,ITF Tour,Clay,Outdoor,"Melilla, Spain",,
Spain F33,2010,2010-Spain F33,ITF Tour,Hard,Outdoor,"Mostoles, Spain",,
Spain F33,2011,2011-Spain F33,ITF Tour,Hard,Outdoor,"Madrid, Spain",,
Spain F33,2013,2013-Spain F33,ITF Tour,Clay,Outdoor,"Sabadell, Spain",,
Spain F33,2015,2015-Spain F33,ITF Tour,Hard,Outdoor,"Madrid, Spain",,
Spain F33,2016,2016-Spain F33,ITF Tour,Hard,Outdoor,"Madrid, Spain",,
Spain F33,2017,2017-Spain F33,ITF Tour,Clay,Outdoor,"Riba - Roja de Turia, Spain",,
Spain F34,2010,2010-Spain F34,ITF Tour,Hard,Outdoor,"Madrid, Spain",,
Spain F34,2011,2011-Spain F34,ITF Tour,Hard,Outdoor,"Madrid, Spain",,
Spain F34,2013,2013-Spain F34,ITF Tour,Clay,Outdoor,"Sant Cugat, Spain",,
Spain F34,2015,2015-Spain F34,ITF Tour,Hard,Outdoor,"Melilla, Spain",,
Spain F34,2016,2016-Spain F34,ITF Tour,Clay,Outdoor,"Melilla, Spain",,
Spain F35,2010,2010-Spain F35,ITF Tour,Hard,Outdoor,"Martos, Spain",,
Spain F35,2011,2011-Spain F35,ITF Tour,Clay,Outdoor,"Seville, Spain",,
Spain F35,2013,2013-Spain F35,ITF Tour,Clay,Outdoor,"El Prat de Llobregat, Spain",,
Spain F35,2016,2016-Spain F35,ITF Tour,Clay,Outdoor,"Vall D'Uxo, Spain",,
Spain F36,2010,2010-Spain F36,ITF Tour,Hard,Outdoor,"Cordoba, Spain",,
Spain F36,2011,2011-Spain F36,ITF Tour,Hard,Outdoor,"Cordoba, Spain",,
Spain F36,2013,2013-Spain F36,ITF Tour,Clay,Outdoor,"El Prat de Llobregat, Spain",,
Spain F36,2016,2016-Spain F36,ITF Tour,Hard,Outdoor,"Cuevas Del Almanzora, Spain",,
Spain F37,2010,2010-Spain F37,ITF Tour,Clay,Outdoor,"Sabadell, Spain",,
Spain F37,2011,2011-Spain F37,ITF Tour,Clay,Outdoor,"Sant Cugat, Spain",,
Spain F37,2013,2013-Spain F37,ITF Tour,Clay,Indoor,"Madrid, Spain",,
Spain F37,2016,2016-Spain F37,ITF Tour,Hard,Outdoor,"Cuevas Del Almanzora, Spain",,
Spain F38,2010,2010-Spain F38,ITF Tour,Clay,Outdoor,"Sant Cugat, Spain",,
Spain F38,2011,2011-Spain F38,ITF Tour,Clay,Outdoor,"Sabadell, Spain",,
Spain F38,2013,2013-Spain F38,ITF Tour,Carpet,Outdoor,"Puerto de la Cruz, Spain",,
Spain F38,2016,2016-Spain F38,ITF Tour,Hard,Outdoor,"Cuevas Del Almanzora, Spain",,
Spain F39,2010,2010-Spain F39,ITF Tour,Clay,Outdoor,"Vilafranca, Spain",,
Spain F39,2011,2011-Spain F39,ITF Tour,Clay,Outdoor,"Vilafranca, Spain",,
Spain F39,2013,2013-Spain F39,ITF Tour,Carpet,Outdoor,"Puerto de la Cruz, Spain",,
Spain F39,2016,2016-Spain F39,ITF Tour,Hard,Outdoor,"Cuevas Del Almanzora, Spain",,
Spain F4,2010,2010-Spain F4,ITF Tour,Clay,Outdoor,"Murcia, Spain",,
Spain F4,2011,2011-Spain F4,ITF Tour,Clay,Outdoor,"Murcia, Spain",,
Spain F4,2012,2012-Spain F4,ITF Tour,Clay,Outdoor,"Cartagena, Spain",,
Spain F4,2013,2013-Spain F4,ITF Tour,Clay,Outdoor,"Cartagena, Spain",,
Spain F4,2014,2014-Spain F4,ITF Tour,Clay,Outdoor,"Cartagena, Spain",,
Spain F4,2015,2015-Spain F4,ITF Tour,Clay,Outdoor,"Murcia, Spain",,
Spain F4,2016,2016-Spain F4,ITF Tour,Clay,Outdoor,"Murcia, Spain",,
Spain F4,2017,2017-Spain F4,ITF Tour,Clay,Outdoor,"Peguera, Spain",,
Spain F4,2018,2018-Spain F4,ITF Tour,Clay,Outdoor,"Peguera, Spain",,
Spain F40,2010,2010-Spain F40,ITF Tour,Clay,Outdoor,"Madrid, Spain",,
Spain F40,2013,2013-Spain F40,ITF Tour,Carpet,Outdoor,"Puerto de la Cruz, Spain",,
Spain F41,2011,2011-Spain F41,ITF Tour,Clay,Outdoor,"Madrid, Spain",,
Spain F41,2013,2013-Spain F41,ITF Tour,Hard,Outdoor,"Puerto del Carmen, Spain",,
Spain F42,2013,2013-Spain F42,ITF Tour,Hard,Outdoor,"Puerto del Carmen, Spain",,
Spain F5,2010,2010-Spain F5,ITF Tour,Clay,Outdoor,"Murcia, Spain",,
Spain F5,2011,2011-Spain F5,ITF Tour,Clay,Outdoor,"Murcia, Spain",,
Spain F5,2012,2012-Spain F5,ITF Tour,Clay,Outdoor,"Reus, Spain",,
Spain F5,2013,2013-Spain F5,ITF Tour,Clay,Outdoor,"Reus, Spain",,
Spain F5,2014,2014-Spain F5,ITF Tour,Clay,Outdoor,"Reus, Spain",,
Spain F5,2015,2015-Spain F5,ITF Tour,Clay,Outdoor,"Cartagena, Spain",,
