Name,EloRating,match_number
Rouzbeh Kamran,1416,9
Jean Michel Durango,1416,5
Jakub Piter,1416,5
Steven Kane,1416,5
Kosuke Naruse,1416,7
Alexander Gigitashvili,1416,5
Artem Pudovkin,1416,5
Adnan Al Mahmoud,1416,10
James Ludlow,1416,37
Akash Wagh,1415,5
Sergei Pershin,1415,9
Karim Mohamed Maamoun,1415,8
Rodrigo Rappaccioli,1415,7
Mauricio Alvarez Guzman,1415,18
Jesper Brunstrom,1414,7
Victor Maynard,1414,12
Santiago Penades Sanz,1414,18
Cesare Casali,1414,5
Artem Strunnikov,1414,5
Cristian Paiz,1414,52
Marcio Torres,1414,5
Javier Lopez Parra,1414,5
Frederico Marques,1413,9
Maniel Bains,1413,46
Sven Lalic,1413,5
Mikk Irdoja,1413,5
Vedran Begovic,1413,7
Kacper Owsian,1413,6
Charalampos Kapogiannis,1413,27
Nikola Cacic,1413,25
Valerio Carrese,1413,32
Seung Jae Lee,1413,19
Arsen Asanov,1412,13
Yevgeny Perepelov,1412,5
Hicham Khaddari,1412,5
Emanuele Molina,1412,12
Alex Bartlett,1412,8
Yew Ming Si,1412,18
Gregory Howe,1412,11
Destiny Ford Da Silva,1412,12
Zhuo Qing Zhou,1412,8
Juan Manuel Romanazzi,1412,44
Aleksandar Cvetkov,1412,28
Bruno Semenzato,1411,8
Erick Bermudez,1411,6
Andre Vidaller,1411,15
Jordan Cox,1411,23
Ciaran Moore,1411,8
Fernando Larrea Gonzalez,1411,5
Richard Johnson,1410,16
Acyr Bringel Figueiredo,1410,4
Tinotenda Chanakira,1410,6
Patrick Linke,1410,5
Genia Gamazov,1410,6
Alex Blumenberg,1410,7
Ashot Gevorgyan,1410,7
Bjorn Propst,1410,14
James Obrien,1409,10
Joan Benaiges Blasco,1409,5
Caio Silva,1409,10
Pavel Katliarov,1409,47
Omid Souri,1409,5
Javier Munoz,1409,10
Mohsen Hossein Zade,1408,5
Jair Assuncao,1408,20
Shogafur Shofayziev,1408,5
Kiarash Souri,1408,5
Patrick Frandji,1408,6
Alexander Bokov,1407,7
Pedro Scocuglia,1407,10
Antoine Hamard,1407,9
Wilson Leite,1407,9
Adem Ozmeral,1407,8
Santiago Villegas,1407,8
Giammarco Micolani,1407,12
Lance Vodicka,1407,25
Robbye Poole,1407,30
Leon Frost,1407,31
Michael Rubin,1406,25
Manuel Sanchez,1406,41
Tomislav Jotovski,1406,12
Narciso Reyes Rygh,1406,10
Ante Bilic,1406,9
Ali Ghareeb,1406,9
Jeremiah Fuller,1405,8
Mohamed Safwat,1405,42
Vitor Manzini,1405,21
Kristopher Sotiriu,1405,6
Filipe Brandao,1405,11
Shinta Fujii,1405,8
Steven Goh,1404,48
Djordjs Najdanov,1404,6
Kamala Kannan,1404,8
Santos Sanchez Patino,1404,19
Bruno Bolkmann,1404,9
Seong Yoon Chung,1404,22
Alvaro Nazal,1404,10
Andrew Lauret,1403,11
David Thurner,1403,13
Matthias Wolf,1403,10
Marin Draganja,1403,12
Riccardo Maiga,1403,6
Warut Korkiatthaworn,1403,7
Nicolas Gustavo Kauer,1403,10
Joshua Crowe,1403,67
Vladzimir Kruk,1403,14
Mario Tupy,1403,28
Ty Trombetta,1403,37
Nicolas Alejandro De Gregorio,1403,6
Walter Valarezo,1403,11
Almog Mashiach,1402,27
Isaac Frost,1402,34
Luca Rovetta,1402,17
Ashkan Dabiri,1402,10
Yasser Adel Sayed,1402,8
Christopher Lam,1402,11
El Mehdi Wasfy,1402,7
Bastian Trinker,1402,9
Luca Roshardt,1401,8
Vaja Uzakov,1401,68
Rifat Biktyakov,1401,31
Ismael Rodriguez Ramo,1400,9
Artur Romanowski,1400,30
Hendrik Coertzen,1400,21
Petar Djukic,1400,6
Alessandro Colella,1400,11
Karim Alayli,1400,24
Jared Easton,1400,25
Roberto Eduardo Ramirez,1399,46
Jose Nascimento,1399,23
Andrei Ciumac,1399,39
Claudio Rizzo,1399,5
Shendrit Deari,1399,9
Angel Alonso Campos,1399,18
Matias Castro,1399,25
David Brewer,1399,18
Danjil Braun,1398,10
Giacomo Miccini,1398,13
Giacomo Pirozzi,1398,19
Matteo Galli,1398,25
Juan Carlos Ceballos,1397,8
Joan Marc Grimal Ferrer,1397,7
Raphael Shiikuma Pfister,1397,17
Marko Pazman,1397,13
Charles Costa,1397,43
Reda Karakhi,1397,9
Mahmoud Bahaa Hamed,1397,12
Mario Cuellar Gonzalez,1397,16
Navdeep Singh,1397,39
Angel Torres,1397,15
Alexey Golovachev,1397,15
Stefano Licata,1396,16
Mohammed Mohazebnia,1396,36
Leandro Savelli,1396,28
Gabriel Dias,1396,15
Maxim Kanakov,1396,30
Marco Sattanino,1396,34
Stanislav Bykov,1396,15
Andrea Stucchi,1396,17
Tigre Hank,1395,9
Javier Herrera Eguiluz,1394,20
Marlon Oliveira,1394,13
Baris Erguden,1394,17
Gustavo Sterin,1393,14
Santiago Maccio,1393,7
Rohan Gide,1393,20
Sunil Kumar Sipaeya,1393,26
Rodrigo Sanchez,1392,11
Christopher Racz,1392,51
Augusto Laranja,1391,16
Gerald Melzer,1391,30
Michael Leong,1391,58
Leandro Ribeiro,1391,16
Lorenzo Giustino,1391,31
Joao Wiesinger,1391,51
Bertram Steinberger,1390,42
Laurent Bondaz,1390,8
Aleksandar Cucuz,1390,7
Gaston Briano,1390,7
John Mcgahon,1390,15
Guilherme Cunha,1390,7
Denis Bejtulahi,1389,20
Ytai Abougzir,1389,16
Dane Fernandez,1389,9
Caio Burjaili,1389,12
Stanislav Ichkov,1389,18
Devin Britton,1389,23
Gabriel Wanderley,1388,32
Matias Saenz,1388,38
Sat Galan,1388,28
Ilie Aurelian Giurgiu,1388,36
Roberto Rodriguez Alonso,1387,17
Dimitrios Loucareas,1387,9
Jan Blecha,1387,20
Idan Mark,1387,21
Toni Androic,1387,12
Remigio Burzio,1387,13
Vikram Reddy B,1387,16
Aleksander Vasin,1386,12
Lucas Santana,1386,13
Korneel Sanders,1386,11
Ahmad Rabeea Muhammad,1386,12
Thales Levy,1386,7
Ben Pritchard,1385,17
Jose Roberto Velasco,1385,13
Ye Dunbar,1384,14
Milos Sekulic,1384,31
Ivan Zovko,1384,27
Tushar Liberhan,1383,13
Jorge Varon,1382,12
Nikos Serkedakis,1382,9
Lofo Ramiaramanana,1382,10
Matthieu Vierin,1382,8
Alexei Grigorov,1382,17
Anil Yuksel,1382,11
Vladimir Ivanov,1382,18
Francisco Franco,1381,21
Aditya Madkekar,1381,10
Amador Romero Torres,1380,29
Grittaboon Prahmanee,1380,7
Dario Acosta,1380,11
Renato Chavez,1380,11
Eduardo Peralta Tello,1380,32
Andrei George Daraban,1380,9
Tal Eros,1380,13
Sylvain Anibie,1379,17
Petar Trendafilov,1378,13
George Khrikadze,1378,10
Vlad Stefan,1377,15
Francesco Vilardo,1377,8
Roman Kislyanskiy,1376,21
Matus Horecny,1376,15
Razlan Rawi,1376,11
Ivan Garcia Castro,1375,13
Kyle Brassington,1375,42
Philip Davydenko,1375,10
Mario Dierckx,1375,13
Tomer Hodorov,1375,23
Juan Guillermo Florez,1374,20
Anton Peskov,1374,9
Carlton Fiorentino,1373,9
Andrea Alviano,1373,20
Stefano Rodighiero,1373,13
Jeffrey Das,1373,18
Ronak Manuja,1373,24
Silvio Dadic,1372,19
Goncalo Falcao,1372,24
Sergio Galdos,1369,32
Koki Matsunaga,1367,11
Marco Bortolotti,1365,13
Serkan Akin Dilek,1365,7
Anders Lindstrom,1365,28
Francisco Carbajal,1365,30
Clifford Enosoregbe,1364,17
Marko Danis,1364,35
Abel Hernandez Aguila,1364,19
Giorgio Portaluri,1363,20
Hyun Soo Lim,1363,16
Marco Antonio Rojas,1363,19
Robert Raguz,1361,14
Marc Rath,1360,24
Andrea Aloisi,1360,10
Vlademyros Mavropoulos Stoliarenko,1359,60
Stefano Vukov,1359,18
Javier Valenzuela Gonzalez,1359,17
Adam Jaya,1359,13
Ryusei Makiguchi,1359,23
Harrison Keyser,1358,8
Ignacio Lehyt,1357,14
Davide Della Tommasina,1355,26
Stepan Khotulev,1355,21
Alexandru Daniel Carpen,1355,17
Anton Manegin,1355,30
Jose Ricardo Nunes,1354,16
Sang Woo Noh,1354,12
Erick Reyes,1354,16
Enric Guaita Pais,1353,18
Victor Nunez,1353,16
Abhijeet Tiwari,1351,22
Vittorio Rubino,1348,29
Issam Al Tawil,1348,24
Joao Victor Costa,1346,33
Andrew Fitzpatrick,1346,28
Pietro Fanucci,1345,35
Joseph Guluzian,1345,19
Alin Mihai Constantin,1344,29
Adolfo Gomez Pinter,1342,22
Hayan Maarouf,1341,14
Candy Idoko,1340,15
Tarek El Esawy,1340,24
Raul Isaias Rosas Zarur,1340,13
Jose Daniel Bendeck,1340,14
Patricio Konortoff,1339,21
Stephen Hoh,1338,23
Ko Suzuki,1336,13
I Ta Chen,1335,20
Leonel Alberti,1334,41
Nikolai Parkhomenko,1333,13
Mohamed Moussa,1327,14
Igor Rud,1321,21
Rafael Rondino,1316,13
Alexei Filenkov,1270,75
